"Time (s)","Linear Acceleration x (m/s2)","Linear Acceleration y (m/s2)","Linear Acceleration z (m/s2)","Absolute acceleration (m/s2)"
9.359999542E0,-5.772780597E-1,-4.164677594E0,-2.230303466E-2,4.204555488E0
9.369961542E0,-1.582021205E0,-4.743266600E0,1.717642987E-1,5.003086258E0
9.379924542E0,-1.016809313E0,-5.050235481E0,3.708725166E-1,5.164912973E0
9.389886542E0,-2.497046318E-1,-5.232037695E0,3.570719182E-2,5.238114723E0
9.399849542E0,3.829675918E-1,-4.845150239E0,5.343770385E-2,4.860555586E0
9.409811542E0,1.504656110E0,-4.479879063E0,9.638784170E-2,4.726795642E0
9.419773542E0,1.266151253E0,-4.100457040E0,2.363859719E-1,4.297995493E0
9.429736542E0,8.786597805E-1,-3.864193860E0,1.238867122E-1,3.964767977E0
9.439698542E0,1.781917043E0,-3.693518313E0,8.178734422E-2,4.101706358E0
9.449661542E0,2.088379556E0,-3.444561996E0,-1.963857543E-1,4.032977049E0
9.459623542E0,1.884541379E0,-3.121195768E0,2.550771815E-1,3.654917728E0
9.469586542E0,2.643137649E0,-3.136412270E0,2.488966745E-1,4.109161485E0
9.479548500E0,3.212936828E0,-3.279844177E0,-2.209212559E-1,4.596645199E0
9.489511500E0,2.969148573E0,-3.137720292E0,1.208982003E-1,4.321544661E0
9.499473500E0,2.825664333E0,-3.239731986E0,3.996951967E-1,4.317406457E0
9.509436500E0,2.771483740E0,-3.656874689E0,2.968105137E-2,4.588543950E0
9.519398500E0,2.527996910E0,-3.890261332E0,-2.834613204E-1,4.648144998E0
9.529361500E0,2.201762622E0,-3.169951899E0,3.005118012E-1,3.871260909E0
9.539323500E0,2.415391669E0,-2.139297694E0,4.501063818E-1,3.257807130E0
9.549285500E0,2.576773506E0,-1.464885103E0,-4.271817881E-1,2.994684348E0
9.559248500E0,3.489348745E0,-5.108118092E-1,1.520159125E-1,3.529814755E0
9.569210500E0,3.784597467E0,5.575007664E-2,3.809484386E-1,3.804130357E0
9.579173500E0,4.469829161E0,4.275942726E-1,-3.841819489E-1,4.506640141E0
9.589135500E0,4.709864965E0,1.646903664E0,2.297862196E-1,4.994789422E0
9.599098500E0,4.206995356E0,2.044888989E0,-8.836253822E-2,4.678481467E0
9.609060500E0,3.114067428E0,2.278872632E0,-1.927400154E-1,3.863654375E0
9.619023500E0,1.955342243E0,2.139639464E0,1.663532853E-3,2.898520846E0
9.628985500E0,7.928201696E-1,1.673324162E0,-4.552174330E-2,1.852201339E0
9.638948500E0,2.968507133E-1,1.362398470E0,2.510618985E-2,1.394589637E0
9.648910500E0,1.272817518E-1,1.036704319E0,-5.620051324E-2,1.045999515E0
9.658873500E0,2.033623414E-1,8.719756821E-1,-2.015125930E-2,8.956025376E-1
9.668835500E0,7.372312477E-2,6.928938854E-1,-1.161175168E-1,7.064136983E-1
9.678797500E0,2.159052585E-1,6.367905090E-1,1.040576345E-1,6.804007821E-1
9.688760500E0,2.461453951E-2,5.950523162E-1,-6.659569323E-2,5.992729937E-1
9.698722500E0,2.053872505E-1,5.633491150E-1,2.633059680E-1,6.548863877E-1
9.708685500E0,2.743588958E-2,4.867420384E-1,-1.493940210E-1,5.098912761E-1
9.718647500E0,1.385849130E-1,4.810403087E-1,8.546465814E-2,5.078481707E-1
9.728610500E0,3.187407244E-2,4.531965622E-1,-1.176646900E-1,4.693059340E-1
9.738572500E0,7.188273649E-2,2.806349956E-1,9.863551140E-2,3.060262941E-1
9.748535500E0,-4.129335671E-3,-4.362607598E-2,3.134692311E-3,4.393304240E-2
9.758497500E0,1.816833600E-2,1.952929828E-2,4.782437682E-3,2.709896003E-2
9.768460500E0,2.285907746E-2,4.810047504E-3,-6.592735648E-3,2.427216807E-2
9.778422500E0,2.100972649E-2,2.106643992E-2,-3.748649955E-3,2.998759534E-2
9.788385500E0,2.502142806E-2,1.863076396E-2,3.906524777E-2,4.999270759E-2
9.798347500E0,1.475649937E-2,2.126752932E-2,3.441086411E-3,2.611327541E-2
9.808309500E0,2.973526146E-2,2.595743481E-2,3.607498169E-2,5.347315682E-2
9.818272500E0,1.342826322E-2,1.600825120E-2,-8.963781595E-4,2.091377186E-2
9.828234500E0,2.840764201E-2,1.219581177E-2,4.194792509E-3,3.119820882E-2
9.838197500E0,1.107739474E-2,2.290067492E-2,-2.838823199E-3,2.559704091E-2
9.848159500E0,1.865865244E-2,3.881454840E-3,2.515413702E-2,3.155854261E-2
9.858122500E0,2.479847556E-2,8.825421855E-3,2.410982430E-2,3.569504291E-2
9.868084500E0,6.038769980E-2,6.920289360E-3,4.354421496E-3,6.093870428E-2
9.878047500E0,5.359987729E-2,1.824614508E-2,2.112365127E-2,6.043241927E-2
9.888009500E0,5.056630069E-2,1.607479982E-2,2.591719866E-2,5.905125859E-2
9.897972500E0,4.078511946E-2,1.624639733E-2,-2.302808940E-2,4.957483532E-2
9.907934500E0,3.248214176E-2,3.936219497E-2,1.066058511E-1,1.181917062E-1
9.917897500E0,2.527316897E-2,1.434493762E-2,3.894596457E-2,4.859319357E-2
9.927859500E0,4.207055217E-2,2.132377222E-2,1.783225358E-2,5.042443742E-2
9.937821500E0,-4.440019709E-2,-2.237303863E-1,-3.957518345E-1,4.567780399E-1
9.947784500E0,-1.409252647E0,-1.384550061E0,-1.149433959E-1,1.978935037E0
9.957746500E0,-3.856813212E0,-2.127900448E0,8.361512536E-1,4.483538489E0
9.967709500E0,-4.263204932E0,-1.874518666E0,-6.335399687E-2,4.657547665E0
9.977671500E0,-3.438200811E0,-7.691158497E-1,-6.408057189E-1,3.580976958E0
9.987634500E0,-2.896651870E0,3.101447967E-1,-6.668959951E-1,2.988566900E0
9.997596500E0,-1.503088764E0,1.180994963E0,-1.580443919E-1,1.918072721E0
1.000755950E1,-1.304723727E0,7.881866167E-1,2.206791812E-1,1.540208248E0
1.001752150E1,-1.341990371E0,-3.669446861E-1,1.656064789E0,2.162900170E0
1.002748450E1,-1.481316218E0,-1.033812943E0,-2.532165974E-1,1.824057451E0
1.003744650E1,-1.229303270E0,-2.370557120E0,-4.460074836E-1,2.707332684E0
1.004740950E1,-1.493897818E-1,-2.901039620E0,3.975194478E-1,2.931956667E0
1.005737150E1,7.094223012E-2,-3.284279583E0,7.145379388E-1,3.361858064E0
1.006733350E1,7.986036506E-1,-3.098668493E0,1.481690294E0,3.526318242E0
1.007729650E1,1.014132166E0,-3.252953125E0,-3.526332968E-1,3.425568321E0
1.008725850E1,4.671708594E-1,-3.582438757E0,-2.586176705E0,4.443019920E0
1.009722150E1,1.776484103E0,-2.820422012E0,1.397553538E0,3.614392339E0
1.010718350E1,1.964276935E0,-2.748892145E0,6.279459375E-1,3.436438273E0
1.011714650E1,2.325176879E0,-2.799877235E0,5.003234392E-1,3.673701620E0
1.012710850E1,3.005141109E0,-3.163420267E0,-8.439993864E-1,4.444146243E0
1.013707150E1,2.292224457E0,-3.138129012E0,-2.305802715E-1,3.892982651E0
1.014703350E1,1.029376807E0,-2.133425774E0,1.382317448E0,2.742612563E0
1.015699650E1,8.099969503E-1,-2.179734845E0,-8.926008582E-1,2.490798134E0
1.016695850E1,3.005075437E-1,-2.199160757E0,-8.338585603E-1,2.371061559E0
1.017692150E1,5.100183055E-1,-1.156798527E0,1.218438705E0,1.755817297E0
1.018688350E1,1.575104972E0,-2.080722919E0,-5.680792201E-1,2.670782196E0
1.019684550E1,1.976189614E0,-1.398555020E0,8.297122997E-1,2.559238956E0
1.020680850E1,3.287619805E0,-1.397986086E0,-7.634767950E-2,3.573323110E0
1.021677050E1,4.309007927E0,-1.013700349E0,-3.486571902E-1,4.440349034E0
1.022673350E1,5.150856122E0,-3.007145534E-1,3.522532278E-1,5.171637108E0
1.023669550E1,5.521485395E0,4.479855236E-2,7.603953123E-2,5.522190678E0
1.024665850E1,4.209237471E0,6.667970310E-1,2.961047548E-1,4.271999109E0
1.025662050E1,2.407214923E0,-4.376105530E-2,-2.919497234E-1,2.425249133E0
1.026658350E1,1.243188507E0,1.022433165E-1,-1.051639277E-1,1.251811012E0
1.027654550E1,1.087277618E0,-2.973689959E-1,-3.315657789E-1,1.174962469E0
1.028650850E1,1.141552789E0,-2.031518417E-1,-2.708664179E-2,1.159804780E0
1.029647050E1,7.388504422E-1,4.715839358E-1,1.915407515E-1,8.972063553E-1
1.030643350E1,1.251158846E0,1.110761497E0,2.970233524E-1,1.699238781E0
1.031639550E1,1.922130351E0,1.428634705E0,-4.254165137E-1,2.432398285E0
1.032635750E1,1.927653484E0,1.820989015E0,-2.875350755E-1,2.667306763E0
1.033632050E1,8.521416342E-1,1.795663847E0,2.295815670E-1,2.000815262E0
1.034628250E1,-1.537575605E-1,1.818730236E0,-1.330095381E-1,1.830058085E0
1.035624550E1,-1.140208075E0,1.812429861E0,5.594867367E-1,2.213142983E0
1.036620750E1,-1.561810158E0,1.295911827E0,-3.755549669E-1,2.063899214E0
1.037617050E1,-1.681520643E0,4.098912060E-1,-5.953050256E-2,1.731781266E0
1.038613250E1,-3.977567717E-1,-1.605871998E-2,2.980033457E-2,3.991946791E-1
1.039609550E1,1.760507828E-1,-3.373779478E-2,1.426077425E-2,1.798207069E-1
1.040605750E1,5.388455446E-2,-2.623959951E-2,2.269538283E-1,2.347341091E-1
1.041602050E1,6.974288397E-2,4.575574156E-3,-1.485976303E-1,1.642140721E-1
1.042598250E1,1.300454291E-1,-8.557528015E-3,-1.867542207E-2,1.316579519E-1
1.043594550E1,7.653542080E-2,6.695822060E-2,-2.450018442E-1,2.652677470E-1
1.044590750E1,1.772427560E-1,9.073453434E-2,9.460794926E-3,1.993420601E-1
1.045587050E1,1.245475572E-1,1.283357855E-1,-1.768198013E-3,1.788443300E-1
1.046583250E1,1.269780255E-1,6.738176001E-2,1.753077114E-1,2.267079932E-1
1.047579450E1,4.647129001E-2,5.034196861E-3,-5.071290135E-3,4.701746395E-2
1.048575750E1,2.233472383E-2,-6.847025575E-2,-4.324659169E-2,8.400763956E-2
1.049571950E1,-2.462763636E-2,-1.155018049E-1,-4.669411004E-2,1.269942020E-1
1.050568250E1,-2.225278972E-2,-1.226251571E-1,1.522392762E-1,1.967458081E-1
1.051564450E1,-3.810707185E-2,-1.196295189E-1,2.386102527E-1,2.696260808E-1
1.052560750E1,-2.176516848E-2,-8.365766751E-2,2.229005384E-1,2.390752558E-1
1.053556950E1,-1.042243349E-2,-7.309253454E-2,6.230032861E-2,9.660474456E-2
1.054553250E1,1.028009491E-2,-4.357721519E-2,-3.424246430E-2,5.636666033E-2
1.055549450E1,3.589750042E-2,-2.310015634E-4,-6.777156830E-2,7.669204240E-2
1.056545750E1,7.104069632E-2,2.691829680E-2,5.796110988E-2,9.555556234E-2
1.057541950E1,1.069345559E-1,3.753676733E-2,5.031646013E-2,1.239990093E-1
1.058538150E1,1.062539126E-1,2.934445275E-2,-1.914963126E-2,1.118825243E-1
1.059534450E1,1.155359381E-1,1.737395978E-2,-1.317289978E-1,1.760765070E-1
1.060530650E1,9.427082073E-2,1.491790993E-2,-1.256075478E-1,1.577554682E-1
1.061526950E1,1.082642310E-1,3.671278501E-2,-2.725971937E-3,1.143521020E-1
1.062523150E1,9.743887872E-2,5.810407430E-2,1.018988425E-1,1.524919428E-1
1.063519450E1,8.267838679E-2,3.438714635E-2,4.142226040E-2,9.866101121E-2
1.064515650E1,6.079064605E-2,8.796222322E-4,-3.028039098E-2,6.792038325E-2
1.065511950E1,4.339456279E-4,1.178314453E-2,-6.277278364E-2,6.387059706E-2
1.066508150E1,-4.697168102E-1,9.807105409E-2,-9.651402462E-1,1.077843916E0
1.067504450E1,-2.626633408E-1,3.405753149E-1,1.530105239E-1,4.565038840E-1
1.068500650E1,1.096631847E0,-5.218808077E-1,1.656433164E0,2.053955163E0
1.069496950E1,6.363427585E-1,-2.412519882E-1,1.168706381E0,1.352408679E0
1.070493150E1,-4.478880212E-1,4.623714648E-1,-2.580856324E0,2.659926769E0
1.071489350E1,-1.765116823E0,5.331274885E-1,-3.090686166E-1,1.869595071E0
1.072485650E1,-2.994262657E0,2.826127250E-1,1.177294772E0,3.229783551E0
1.073481850E1,-3.763301031E0,-1.235487797E-1,3.142287844E-1,3.778417483E0
1.074478150E1,-3.864707538E0,-4.732176478E-1,2.911562562E-1,3.904442503E0
1.075474350E1,-3.190842538E0,-1.039605707E-2,-1.216523157E0,3.414895719E0
1.076470650E1,-3.080691521E0,3.300900878E-1,1.153567940E-1,3.100472045E0
1.077466850E1,-2.490990759E0,1.195015928E-1,6.753633481E-1,2.583685593E0
1.078463150E1,-1.173764954E0,2.110972027E-1,6.207953775E-1,1.344497340E0
1.079459350E1,5.002108072E-1,-2.233563289E-1,-9.169317073E-1,1.068111725E0
1.080455650E1,1.218884482E0,-4.357908630E-1,-9.040204704E-1,1.578874937E0
1.081451850E1,1.510955900E0,-3.578612193E-1,1.080260228E0,1.891564047E0
1.082448150E1,2.057667640E0,-5.091037644E-1,5.627494830E-1,2.193141523E0
1.083444350E1,2.613570326E0,-8.051687582E-1,1.257011032E-1,2.737671884E0
1.084440550E1,2.647657254E0,-5.226810357E-1,-1.647672281E0,3.161978549E0
1.085436850E1,2.377144301E0,-2.471682924E-1,1.119286299E0,2.639073514E0
1.086433050E1,2.152498076E0,-7.154653072E-1,8.863232875E-1,2.435304405E0
1.087429350E1,2.432233404E0,-4.490198960E-1,-1.230634242E0,2.762578295E0
1.088425550E1,2.101369584E0,-2.199898676E-1,-1.254900187E-1,2.116576815E0
1.089421850E1,1.719466880E0,-4.400757757E-1,9.726720446E-1,2.023937732E0
1.090418050E1,1.351098872E0,-2.252308549E-1,6.624895334E-3,1.369759464E0
1.091414350E1,-2.615095024E-1,1.072190961E-1,-8.251333451E-1,8.721973353E-1
1.092410550E1,2.800913142E-1,-1.194265657E-1,8.265431088E-1,8.808446853E-1
1.093406850E1,2.684917631E-2,5.503143556E-4,-1.803953737E-1,1.823833106E-1
1.094403050E1,-2.070941624E-1,6.719468566E-2,-4.816281366E-1,5.285534787E-1
1.095399350E1,-1.182898761E-1,1.869332917E-2,4.088414115E-1,4.260202285E-1
1.096395550E1,-5.110171927E-1,2.138630637E-1,-8.195252806E-1,9.891904098E-1
1.097391750E1,-5.498974857E-1,1.627241926E-1,5.332993966E-1,7.831185441E-1
1.098388050E1,-4.881566991E-1,1.559942119E-1,8.712006336E-1,1.010753037E0
1.099384250E1,-1.984439012E-1,2.042685685E-1,1.782149470E-1,3.359556478E-1
1.100380550E1,-5.923230370E-2,-1.650429974E-1,-1.557654396E0,1.567493181E0
1.101376750E1,-2.718481288E-1,-4.992462359E-1,7.268831652E-1,9.227715563E-1
1.102373050E1,1.339695230E-1,-9.146385755E-1,7.271930677E-1,1.176146808E0
1.103369250E1,1.789495583E-1,-1.600455576E0,-1.110634174E0,1.956269221E0
1.104365550E1,3.575786160E-1,-1.329220345E0,8.921155393E-1,1.640292452E0
1.105361750E1,2.763804336E-1,-1.420098063E0,-3.604866922E-2,1.447191818E0
1.106358050E1,-5.108328592E-2,-1.011250146E0,-4.273928726E-1,1.099045508E0
1.107354250E1,-3.191902566E-1,-2.973262930E-1,7.145069486E-1,8.371412808E-1
1.108350550E1,-8.445078018E-1,-4.099900239E-1,-4.642823714E-1,1.047302901E0
1.109346750E1,-1.194322814E0,4.873652054E-1,3.156876647E-1,1.328002458E0
1.110342950E1,-1.805612884E0,3.822748064E-1,-1.333896071E-1,1.850449865E0
1.111339250E1,-1.868683876E0,1.764871679E-1,-4.539602816E-2,1.877548388E0
1.112335450E1,-1.250247704E0,4.385815563E-2,1.498477650E-1,1.259959210E0
1.113331750E1,-5.914454978E-1,-3.825722470E-1,-1.991204971E-1,7.319960884E-1
1.114327950E1,-4.035396679E-1,-1.041741695E0,2.663389188E-1,1.148480057E0
1.115324250E1,-6.499048635E-1,-1.924691870E0,-2.037918377E-1,2.041652820E0
1.116320450E1,-7.438993668E-1,-2.313681546E0,1.691962016E-1,2.436213438E0
1.117316750E1,1.409179155E-1,-1.153952029E0,7.919176519E-2,1.165218640E0
1.118312950E1,-5.332012000E-2,-1.278711950E0,-1.087529486E-1,1.284435475E0
1.119309250E1,3.439923181E-1,-1.154009186E0,4.294779897E-2,1.204953289E0
1.120305450E1,-1.712844250E-1,-1.075180313E0,1.527643561E-1,1.099403478E0
1.121301750E1,-4.193354825E-1,-1.202681628E0,6.387381434E-2,1.275290245E0
1.122297950E1,-1.240790125E0,-1.458425246E0,3.220470965E-2,1.915098294E0
1.123294150E1,-1.621551599E0,-1.189863216E0,1.836323923E-1,2.019634847E0
1.124290450E1,-1.043684359E0,-1.130245589E0,5.541990995E-3,1.538428694E0
1.125286650E1,-9.954046304E-1,-1.024945349E0,2.449983358E-3,1.428757974E0
1.126282950E1,-1.292182327E0,-9.363965765E-1,1.725805700E-1,1.605103662E0
1.127279150E1,-9.007064878E-1,-1.723253683E0,4.679994464E-2,1.945010454E0
1.128275450E1,7.273850025E-1,-2.945985121E0,-2.973040187E-1,3.048984577E0
1.129271650E1,8.983289368E-1,-2.617983804E0,1.652844143E-1,2.772751885E0
1.130267950E1,1.186233118E0,-2.648306880E0,3.692662865E-1,2.925241175E0
1.131264150E1,2.470452999E0,-3.214910555E0,4.525861859E-2,4.054730107E0
1.132260450E1,1.702179148E0,-3.537272817E0,-3.289760470E-2,3.925658554E0
1.133256650E1,1.311757489E0,-3.500933833E0,-8.233171999E-2,3.739521885E0
1.134252950E1,9.550828160E-1,-3.071932392E0,1.029583579E-1,3.218625829E0
1.135249150E1,4.989513535E-1,-2.551693336E0,8.122191846E-2,2.601285900E0
1.136245350E1,-1.425852125E-1,-2.093763087E0,1.542752767E-1,2.104275474E0
1.137241650E1,-4.013947265E-1,-1.896531679E0,2.580598462E-1,1.955644400E0
1.138237850E1,-1.464552287E-1,-1.852313134E0,1.907952315E-1,1.867863994E0
1.139234150E1,7.822918924E-1,-1.697550638E0,-4.523616529E-1,1.923093820E0
1.140230350E1,-3.730923024E-1,-1.497293881E0,3.253536969E-1,1.577004077E0
1.141226650E1,2.473777415E-2,-2.359415397E0,1.001370764E-1,2.361668987E0
1.142222850E1,1.301257790E0,-3.187125171E0,2.157587492E-1,3.449288409E0
1.143219150E1,1.776087661E0,-3.654047560E0,-8.453319669E-3,4.062834283E0
1.144215350E1,2.046467591E0,-3.876584110E0,-1.514154035E-1,4.386212556E0
1.145211650E1,2.432798976E0,-3.659784556E0,6.878430605E-2,4.395141083E0
1.146207850E1,2.660821968E0,-3.050643849E0,4.529066133E-1,4.073269674E0
1.147204150E1,3.250608099E0,-2.525610369E0,-7.907774448E-2,4.117209496E0
1.148200429E1,3.333743227E0,-1.543691537E0,-2.671961206E-1,3.683506648E0
1.149196629E1,2.971246262E0,-6.200318042E-1,2.558484292E-1,3.046014150E0
1.150192929E1,3.320408067E0,-2.413626468E-1,2.421355391E-1,3.337962743E0
1.151189129E1,4.228212855E0,2.873042202E-2,5.674371958E-2,4.228691196E0
1.152185429E1,4.758501228E0,4.323925343E-1,-6.865245134E-1,4.827174447E0
1.153181629E1,3.970906130E0,1.272716946E0,8.935329044E-1,4.264540417E0
1.154177929E1,3.873459650E0,1.263510505E0,-4.083613551E-1,4.094741439E0
1.155174129E1,2.652273923E0,1.746065425E0,-1.464505327E-1,3.178796815E0
1.156170429E1,1.633047956E0,1.741371280E0,4.474786431E-1,2.428879721E0
1.157166629E1,3.137452197E-1,1.040070122E0,-4.753809714E-1,1.185819965E0
1.158162929E1,2.268634340E-1,1.397193350E0,3.880025196E-1,1.467706452E0
1.159159129E1,1.027160274E-2,7.941059723E-1,-3.555177283E-1,8.701164613E-1
1.160155429E1,1.297362759E-1,1.172201554E0,3.529472923E-1,1.231040120E0
1.161151629E1,1.078766977E-2,5.411776792E-1,-2.524020803E-1,5.972407089E-1
1.162147829E1,-2.877168143E-3,7.013337564E-1,-5.451651514E-2,7.034553052E-1
1.163144129E1,1.297209543E-1,4.863875509E-1,1.605867612E-1,5.283828948E-1
1.164140329E1,-8.755019551E-2,2.531287430E-1,-2.877303725E-1,3.931004510E-1
1.165136629E1,9.718043178E-2,-5.243243957E-2,2.521974277E-1,2.753120767E-1
1.166132829E1,-5.889192265E-3,4.934538379E-2,-4.942534447E-2,7.008932988E-2
1.167129129E1,2.195555474E-2,3.554014418E-2,-5.226767600E-2,6.691082264E-2
1.168125329E1,6.741775237E-2,-1.657740455E-3,9.338178813E-2,1.151870643E-1
1.169121629E1,-7.709329999E-3,3.968125194E-2,-7.920989156E-2,8.892829946E-2
1.170117829E1,7.368880436E-2,-4.306693599E-3,1.608902317E-1,1.770148416E-1
1.171114129E1,2.012988956E-2,3.465683090E-2,-7.659267783E-3,4.080407779E-2
1.172110329E1,6.902103606E-2,1.190403571E-2,5.401365459E-2,8.844820160E-2
1.173106629E1,5.001752580E-2,2.675263787E-2,-6.209743023E-4,5.672602691E-2
1.174102829E1,2.516093440E-2,2.353880715E-2,-4.960777760E-3,3.481030563E-2
1.175099029E1,3.026695152E-2,2.489852233E-2,6.853696883E-2,7.895150958E-2
1.176095329E1,4.216852044E-3,2.894806635E-2,7.614828944E-3,3.022843043E-2
1.177091529E1,2.507064517E-2,1.009030251E-2,4.025223255E-2,4.848292152E-2
1.178087829E1,-1.685194960E-3,3.158152437E-2,-2.605753183E-2,4.097837880E-2
1.179084029E1,1.728707837E-2,2.147894271E-2,1.241714716E-2,3.023861111E-2
1.180080329E1,1.903454618E-2,3.190787209E-2,-8.233464360E-3,3.805543568E-2
1.181076529E1,2.725029987E-2,1.850917842E-2,1.033378422E-2,3.452471036E-2
1.182072829E1,3.574008241E-2,2.259344028E-2,7.141146004E-2,8.299044318E-2
1.183069029E1,2.025658684E-2,2.284909151E-2,2.546111584E-2,3.975775035E-2
1.184065329E1,3.344907937E-2,1.899036773E-2,3.144807994E-2,4.968356578E-2
1.185061529E1,2.391785747E-2,2.349959426E-3,-2.752927601E-2,3.654377174E-2
1.186057829E1,3.168606619E-2,3.610964471E-2,2.421916723E-3,4.810175582E-2
1.187054029E1,-2.634453510E-1,6.653928587E-2,-1.432193613E-1,3.071525924E-1
1.188050229E1,-1.741507667E0,-1.615632645E-1,4.872531581E-1,1.815590064E0
1.189046529E1,-2.881183353E0,-1.440879360E0,-6.975786746E-2,3.222144783E0
1.190042729E1,-2.519588614E0,-9.402391474E-1,-3.913237381E-1,2.717629611E0
1.191039029E1,-1.378139905E0,-5.666436555E-1,5.413445807E-1,1.585373327E0
1.192035229E1,-3.228264207E-1,-3.142263359E-1,-5.002322227E-1,6.731919226E-1
1.193031529E1,1.502537353E-1,3.111904981E-1,4.141670555E-1,5.393978689E-1
1.194027729E1,2.936317480E-1,4.202241131E-1,-1.701077825E-1,5.401338411E-1
1.195024029E1,-4.205289723E-1,5.007485318E-1,-1.883855939E-2,6.541778046E-1
1.196020229E1,-1.911218715E0,4.560943691E-1,3.252320749E-1,1.991621187E0
1.197016529E1,-1.724409385E0,-3.689683709E-1,-4.590543759E-1,1.822211926E0
1.198012729E1,-2.395005790E0,-7.044846017E-1,3.655006796E-1,2.523081853E0
1.199009029E1,-1.933045056E0,-1.517756651E0,-1.629800266E-1,2.463089712E0
1.200005229E1,-1.929637445E0,-2.413889519E0,-1.847135425E-2,3.090421407E0
1.201001529E1,-1.638267034E0,-2.440381938E0,3.772091442E-1,2.963388199E0
1.201997729E1,-3.359465128E-1,-3.066421098E0,8.717730761E-2,3.086000372E0
1.202993929E1,3.034009653E-1,-3.394429724E0,-2.779877418E-1,3.419280989E0
1.203990229E1,1.206020936E-1,-2.982367081E0,2.590281451E-1,2.996023006E0
1.204986429E1,-1.630814758E-1,-2.391793038E0,1.561305982E-1,2.402425080E0
1.205982729E1,1.227945619E-1,-1.703300498E0,1.403653353E-1,1.713479944E0
1.206978929E1,6.002625874E-1,-1.372382883E0,-8.765911818E-2,1.500477948E0
1.207975229E1,7.658788311E-1,-1.130671340E0,-8.993836284E-2,1.368604023E0
1.208971429E1,2.346304368E-1,-9.410458439E-1,2.312708277E-1,9.970481021E-1
1.209967729E1,4.255346640E-1,-8.916768520E-1,5.150227547E-2,9.893532448E-1
1.210963929E1,7.710333710E-1,-1.182829965E0,9.342037976E-2,1.415028817E0
1.211960229E1,5.518044089E-1,-1.332229468E0,-1.766139793E-1,1.452761494E0
1.212956429E1,-1.583516631E-1,-1.267045731E0,2.527295244E-1,1.301672903E0
1.213952629E1,-7.877499758E-1,-1.601767691E0,-6.830132604E-3,1.785008799E0
1.214948929E1,-7.410974541E-1,-1.538287102E0,-1.662474507E-1,1.715573041E0
1.215945129E1,-3.718313869E-1,-1.408910585E0,1.935042465E-1,1.469942689E0
1.216941429E1,5.432537514E-2,-1.731619440E0,1.955151039E-1,1.743468752E0
1.217937629E1,6.644971749E-1,-2.032868575E0,-5.247642159E-2,2.139360866E0
1.218933929E1,1.376243214E0,-2.094081907E0,2.050384641E-2,2.505921951E0
1.219930129E1,1.280414367E0,-2.176342583E0,1.800240755E-1,2.531469268E0
1.220926429E1,1.232380806E0,-2.218608012E0,-1.686804771E-2,2.537965424E0
1.221922629E1,1.617084619E0,-2.009307512E0,-3.207139313E-2,2.579400689E0
1.222918929E1,1.495086118E0,-1.827105203E0,1.522176415E-1,2.365748536E0
1.223915129E1,2.088327515E0,-1.343006764E0,1.549436134E-1,2.487727176E0
1.224911429E1,1.960387806E0,-1.704416585E0,-2.936764061E-1,2.614268937E0
1.225907629E1,2.070695821E0,-1.161205135E0,5.586172557E-1,2.438899708E0
1.226903829E1,1.232742164E0,-1.474541195E0,-6.305122805E-1,2.022738420E0
1.227900129E1,9.210243928E-1,-1.619008060E0,3.986485451E-1,1.904834295E0
1.228896329E1,1.432447967E0,-1.854188628E0,1.198626584E-1,2.346122270E0
1.229892629E1,9.416151434E-1,-1.725567864E0,-1.317611575E-1,1.970173732E0
1.230888829E1,1.435858209E0,-1.670711187E0,2.887548047E-1,2.221788470E0
1.231885129E1,1.521296701E0,-1.749664971E0,-4.055166847E-1,2.353744877E0
1.232881329E1,1.618704151E0,-1.648025014E0,6.695617408E-1,2.405099270E0
1.233877629E1,1.276077341E0,-1.733960519E0,-5.853869784E-1,2.231069335E0
1.234873829E1,1.068902085E0,-1.138043509E0,2.449866414E-1,1.580415499E0
1.235870129E1,6.943373436E-1,-8.992021454E-1,4.970133305E-1,1.240036732E0
1.236866329E1,9.164051655E-1,-8.689588112E-1,-5.828832006E-1,1.390913609E0
1.237862629E1,1.432495329E0,-1.079296607E-1,3.163431376E-1,1.470974052E0
1.238858829E1,1.673269637E0,1.746473780E-1,3.627045411E-1,1.721013529E0
1.239855129E1,2.178075551E0,7.206698773E-2,-5.188778239E-1,2.240187705E0
1.240851329E1,1.525233047E0,1.014197728E0,8.001938009E-1,1.998810395E0
1.241847529E1,-4.826485854E-1,2.715655402E0,-1.214735663E0,3.013854119E0
1.242843829E1,1.647574925E0,2.477640688E0,1.829096764E-1,2.981050564E0
1.243840029E1,2.524354094E0,1.272893970E0,3.281574368E-2,2.827313128E0
1.244836329E1,1.033701042E0,1.246559134E0,4.171222383E-1,1.672255507E0
1.245832529E1,-3.053547028E-1,1.669505784E-1,-5.113600588E-1,6.185491895E-1
1.246828829E1,1.202709037E-1,-9.947911844E-2,1.831394720E-1,2.406267888E-1
1.247824992E1,1.072219466E-1,2.298308412E-2,2.618359780E-1,2.838711810E-1
1.248821292E1,-1.125387101E-1,3.036552278E-2,-3.450108665E-1,3.641696367E-1
1.249817492E1,1.598592214E-1,-3.909018980E-2,3.832674444E-1,4.171054393E-1
1.250813792E1,-1.828894853E-2,2.506940721E-2,-1.757181859E-1,1.784372205E-1
1.251809992E1,4.723379434E-2,-7.137677874E-3,2.729363322E-2,5.501745348E-2
