"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.841168167E0,9.019300342E-4,6.508070510E-4,-2.353777643E-3,2.603324182E-3
2.851131167E0,2.316834871E-3,1.110242214E-3,1.435300102E-3,2.942863907E-3
2.861093167E0,7.953708991E-4,-5.409177393E-4,1.864601625E-3,2.098081526E-3
2.871056167E0,3.464686451E-3,2.918018261E-3,1.442421461E-3,4.753889192E-3
2.881018167E0,2.648161259E-3,-3.334018867E-3,-3.205912653E-4,4.269803112E-3
2.890981167E0,2.132361289E-3,3.067197511E-3,-2.564128954E-4,3.744384170E-3
2.900943167E0,-5.893893540E-4,-1.151249860E-3,1.086352975E-3,1.689058566E-3
2.910906167E0,9.148684330E-4,6.360684056E-4,-2.326134127E-4,1.138277763E-3
2.920868167E0,-1.441496657E-3,6.437916309E-4,-1.273642993E-3,2.028434556E-3
2.930831167E0,-6.875698455E-5,-2.606532071E-4,1.035380061E-3,1.069896952E-3
